ID,record,uid,date,time,status,Survey_start,Survey_end,vqtable1r0,vqtable1r1,vqtable1r2,vqtable2r0,vqtable2r1,vqtable3r0,vqtable3r1,vqtable3r2,vqtable3r3,vqtable3r4,vqtable3r5,vqtable3r6,vqtable3r7,vqtable3r8,vqtable4r0,vqtable4r1,vqtable5r0,vqtable5r1,vqtable5r2,vqtable5r3,vqtable5r4,vqtable5r5,vqtable6r0,vqtable6r1,vqtable7r0,vterm
385,474,98klx56ku377svcv,08/15/2024,6PM,1,42:42.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
386,475,yk5hyq9qjn11o3dz,08/15/2024,7PM,4,11:33.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
387,476,yk5hyq9qjn11o3dz,08/15/2024,7PM,3,11:33.9,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
388,477,zg3yxbb4jdwh0b2w,08/15/2024,7PM,3,15:57.6,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
389,478,zg3yxbb4jdwh0b2w,08/15/2024,7PM,4,15:58.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
390,479,4sgq9c3lhsudorqr,08/15/2024,8PM,3,15:16.6,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
391,480,4nlhg6k13phc1ezw,08/15/2024,8PM,3,15:34.6,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
392,481,pkikpq8bh0vnr3ko,08/15/2024,8PM,1,15:50.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
393,482,8180cdb54wl8fzta,08/15/2024,8PM,3,16:44.2,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
394,483,7q87uefv6guzffrx,08/15/2024,8PM,1,17:14.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
395,484,2eevocwkbja15jh2,08/15/2024,8PM,1,18:23.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
396,485,upse3ao5jc83ajcc,08/15/2024,8PM,4,18:31.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
397,486,v1ayz9n9qxo1lt97,08/15/2024,8PM,3,18:36.7,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
398,487,qc0rx3y58z4a9lef,08/15/2024,8PM,3,18:48.8,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
399,488,462qyyb0hm324s2t,08/15/2024,8PM,1,19:00.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
400,489,s7dpfcymdmi7gvjb,08/15/2024,8PM,1,19:39.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
401,490,aidhnwa6kr9jc3nk,08/15/2024,8PM,1,19:39.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
402,491,sen2uaqqxczcw3ia,08/15/2024,8PM,1,19:56.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
403,492,l2rhirnqch7zmlrq,08/15/2024,9PM,3,20:03.7,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
404,493,5s699eeq6vbwe5h1,08/15/2024,8PM,1,22:02.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
405,494,8pug6n92cj4y9zsa,08/15/2024,8PM,1,22:20.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS12 Financial products owned
406,495,1cr9ccesh5cd0h1y,08/15/2024,8PM,1,22:33.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
407,496,6a6gtqt06szgeqs9,08/15/2024,8PM,1,22:35.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
408,497,0cggd4vjqolwzui4,08/15/2024,9PM,3,23:04.3,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
409,498,9jhq2z4ngpys4fge,08/15/2024,8PM,1,23:07.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
410,499,c6tjz46kkyzcpte6,08/15/2024,8PM,1,23:27.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
411,500,e4jb8czvk5gla38j,08/15/2024,8PM,3,24:02.6,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
412,501,g7mwz1wksdv37t3z,08/15/2024,8PM,1,24:32.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
413,502,aajx15u8zqqyecij,08/15/2024,8PM,1,24:36.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
414,503,nfzq6j75snkojruc,08/15/2024,8PM,1,24:46.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
415,504,8kk50c8kmbgffbze,08/15/2024,8PM,3,25:10.9,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
416,505,koyncfa1ydce6q5q,08/15/2024,8PM,1,25:46.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
417,506,y0dis1dzq9u6f7u4,08/15/2024,8PM,4,25:57.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Unspecified terminates
418,507,1u7tm1heffvdxnep,08/15/2024,8PM,4,26:13.6,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Unspecified terminates
419,508,1y2mlt2j9bbfmmf8,08/15/2024,8PM,1,26:15.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
420,509,sopmhf9yraiquqor,08/15/2024,8PM,1,26:41.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
421,510,apps5j0zsqnl4dr1,08/15/2024,8PM,1,27:04.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
422,511,1od67gitthwbdbar,08/15/2024,9PM,1,27:27.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
423,512,3id4vf9ooad82syl,08/15/2024,8PM,3,27:51.1,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
424,513,7a8yx6afigfr4pr0,08/15/2024,8PM,1,28:19.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
425,514,a00f2clg6f1qwoww,08/15/2024,9PM,3,28:38.5,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
426,515,gkbu0j7sm3704t7b,08/15/2024,8PM,1,29:18.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
427,516,5pu8e5krxsv2bmvl,08/15/2024,9PM,3,29:29.0,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
428,517,oc7zkq3de284q46k,08/16/2024,1AM,3,30:36.5,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
429,518,f7v3r5zwdbzsn9vk,08/15/2024,8PM,1,30:38.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
430,519,1ljo58za0hc45jd7,08/15/2024,8PM,1,30:43.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
431,520,y0dis1dzq9u6f7u4,08/15/2024,9PM,3,30:51.5,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
432,521,zfw43n1uojfze9a0,08/15/2024,8PM,3,31:16.1,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
433,522,fftysm6pdfjyqnyu,08/15/2024,8PM,1,31:17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
434,523,d2c37vrdqr5wd4fq,08/15/2024,8PM,1,32:17.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
435,524,muoj3gk2xnt3resf,08/15/2024,8PM,1,32:35.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
436,525,4rhjoi9no32qavy8,08/15/2024,9PM,2,32:40.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
437,526,i3xymfryysu53yih,08/15/2024,8PM,1,33:06.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
438,527,xrm0u88xgdlq27ql,08/16/2024,2AM,3,33:37.0,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
439,528,bul0tmg3b4d299mf,08/15/2024,8PM,1,34:18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
440,529,urpgxv8xgp1cmioj,08/15/2024,8PM,1,34:39.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
441,530,22lmzweb8wtmoo8b,08/15/2024,9PM,3,35:03.1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,
442,531,u92z87l8po6mpiur,08/15/2024,8PM,1,36:20.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
443,532,19pafkx6mfngz5xj,08/15/2024,9PM,3,36:40.2,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
444,533,ehx4bwbk5ui4tnha,08/15/2024,9PM,3,36:40.9,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
445,534,qajobmznl3pupjsl,08/15/2024,9PM,3,37:10.7,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
446,535,5ctl9ngtdqxiav4j,08/15/2024,8PM,1,39:07.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
447,536,85vgntffew7t5q9z,08/15/2024,9PM,3,39:07.4,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
448,537,1eiaduz67uzqglea,08/15/2024,8PM,1,40:39.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
449,538,dxa04u3qjncuag2f,08/15/2024,8PM,1,42:43.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
450,539,eleqavao1pxxu5ub,08/15/2024,8PM,1,42:49.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
451,540,57qmmvsbznr51fs6,08/15/2024,8PM,1,42:53.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
452,541,kruep1ay73z1xo4q,08/15/2024,8PM,1,43:37.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
453,542,qsnzam899cqpfs8r,08/15/2024,8PM,1,43:41.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
454,543,seaj2fnoad230mx1,08/15/2024,9PM,3,43:49.0,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
455,544,vacylxzbk2hoxfa5,08/15/2024,9PM,1,44:30.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
456,545,gzsvallhm618wjsd,08/15/2024,9PM,1,44:36.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
457,546,bsif4d41j4w6ryi6,08/15/2024,9PM,1,45:02.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
458,547,thhhqmng2s1j4lya,08/15/2024,9PM,1,45:23.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
459,548,ywk7xow0g9815eoe,08/15/2024,9PM,1,46:10.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
460,549,sxkukch8bhh28vm9,08/15/2024,9PM,3,47:04.4,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,
461,550,niw1hf5ky9vzsiau,08/15/2024,9PM,3,47:22.5,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
462,551,gaertnyss28vv5gf,08/15/2024,9PM,1,47:32.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
463,552,ln6l3ppw7fa0vbfk,08/15/2024,9PM,1,48:04.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
464,553,62oxz7yufcjfw4r8,08/15/2024,9PM,3,49:08.6,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
465,554,tfurwhr9a50or0u1,08/15/2024,9PM,1,49:37.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
466,555,ekkq4ugqdqjv4md5,08/15/2024,9PM,1,49:57.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
467,556,f4zqxfum5mefs9iy,08/15/2024,9PM,3,50:40.1,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
468,557,trmvbln86rpu630m,08/15/2024,9PM,1,50:56.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
469,558,vfhyzwnb1sfpn5c5,08/15/2024,9PM,3,50:58.1,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
470,559,g199ps7hzaiugfpb,08/15/2024,9PM,1,51:10.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
471,560,mwg78umo7qovx94p,08/15/2024,9PM,3,52:57.9,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
472,561,lp6frhsssbw377jp,08/15/2024,9PM,1,53:09.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
473,562,iqgnzg1snc4gypty,08/15/2024,9PM,1,53:31.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
474,563,rbeaitbd3iqmaod9,08/15/2024,9PM,1,54:27.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
475,564,i1qtovr6f3s2wszv,08/15/2024,9PM,1,54:40.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
476,565,6hakjxqpx45ml6mk,08/15/2024,9PM,1,55:54.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
477,566,h3cs5hd5nujgtr3l,08/15/2024,9PM,1,57:20.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
478,567,q15rp3laeex9oeiv,08/15/2024,9PM,1,57:21.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
479,568,qjb6wi51effpoccm,08/15/2024,9PM,1,58:26.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
480,569,kx2pljhqxzfb6pg3,08/15/2024,9PM,1,58:29.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
481,570,m737mjlbxnjszh6g,08/15/2024,10PM,3,58:31.4,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,
482,571,t836gqyt5lzpnkhp,08/15/2024,9PM,1,58:59.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
483,572,b0dlfr3mu7d4hzm8,08/15/2024,9PM,3,59:24.1,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
484,573,ljqfc51109hz6x3t,08/15/2024,9PM,3,00:59.4,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
485,574,mygj02lhzyf4azdu,08/15/2024,9PM,1,01:02.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
486,575,oujk3lwjou5iold3,08/15/2024,9PM,1,01:53.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
487,576,yzi900kb1ija24g6,08/15/2024,9PM,3,03:00.6,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
488,577,8awwlgn5y8uk6p7d,08/15/2024,9PM,1,03:55.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
489,578,ekzpm7bsnopa83i0,08/15/2024,9PM,1,04:07.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
490,579,tahzsmpjys1abph9,08/15/2024,9PM,1,04:45.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
491,580,athfb3aeosnzmeyp,08/15/2024,9PM,2,05:11.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
492,581,1b2jw15ch0dz1189,08/15/2024,9PM,2,05:13.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
493,582,7myumeg7tt9cwf7w,08/15/2024,9PM,1,05:43.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
494,583,clnxetkyh0ns8nbd,08/15/2024,9PM,1,05:50.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
495,584,r74e5ar45ev7jt8r,08/15/2024,9PM,1,06:04.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
496,585,6jvn9sureljvsl1y,08/15/2024,9PM,1,06:21.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
497,586,jnsgnx9q0nwrrt66,08/15/2024,9PM,1,08:30.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
498,587,z3gf1vw13eh9lalg,08/15/2024,9PM,1,10:26.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
499,588,ca6a1p4743gj0xov,08/15/2024,10PM,1,11:49.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
500,589,r8uuv0xe463tplvb,08/15/2024,9PM,1,13:34.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
501,590,dpsxdgb6qyyhcchu,08/15/2024,9PM,1,16:41.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
502,591,qe318kryi3odt1px,08/15/2024,9PM,1,17:06.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
503,592,yvar2otmxa0u300g,08/15/2024,9PM,1,17:59.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
504,593,7f9t1mjqlg82e3ko,08/15/2024,9PM,1,17:59.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
505,594,z76dgm72s2xf0j4x,08/15/2024,9PM,3,18:09.1,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,
506,595,3jn4bgud39pbg1zu,08/16/2024,5PM,4,19:09.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
507,596,ictuvjxdnadaww78,08/15/2024,9PM,1,19:48.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
508,597,36q8bzmc9ackn1xw,08/15/2024,9PM,1,19:56.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
509,598,xhw5clralu7eb5zs,08/15/2024,9PM,1,22:31.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
510,599,ofwg58bnwqys51f4,08/15/2024,9PM,1,23:00.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
511,600,9473o9aevvuq11kt,08/15/2024,9PM,3,23:00.2,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
512,601,9wqzju968kpbn6ms,08/15/2024,9PM,1,23:09.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
513,602,baam98c1ta8411s4,08/15/2024,9PM,3,25:40.6,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
514,603,o8jf0f853rb2mpw5,08/15/2024,9PM,1,27:08.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
515,604,w8fe97w3xzuk189i,08/15/2024,9PM,1,28:09.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
516,605,4lvzvzll9u4223l2,08/15/2024,10PM,3,28:22.1,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
517,606,f8xb2bwsfef5t6hp,08/15/2024,9PM,1,28:44.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
518,607,47djmc5c1ma32oaw,08/15/2024,9PM,2,30:16.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
519,608,dxi9ij9bviizycr2,08/15/2024,9PM,1,31:06.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
520,609,n9urxubjo8ufp9nz,08/15/2024,9PM,1,31:14.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
521,610,im5hctuobi6v7uuc,08/15/2024,9PM,3,31:35.7,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,
